season	week	game	half	team1	team2	t1score	t2score	t1OT	t2OT
15	1	Jardim	-	NWTP	NBON	11	11	0	0
15	2	Jardim	-	NJNG	NQAK	11	5	0	0
15	2	EMERALD	-	NJNG	NQAK	3	18	0	0
15	2	Jardim	-	NMTB	NTPB	5	6	0	0
15	2	EMERALD	-	NMTB	NTPB	7	7	0	0
15	2	Jardim	-	NKOC	NSC	9	13	0	0
15	2	EMERALD	-	NKOC	NSC	8	8	0	0
15	2	Jardim	-	NPIC	NCLP	11	5	0	0
15	2	EMERALD	-	NPIC	NCLP	8	8	5	2
15	2	Jardim	-	NSOW	NBGB	14	8	0	0
15	2	EMERALD	-	NSOW	NBGB	12	7	0	0
15	2	Jardim	-	NDOF	NBUB	8	8	0	0
15	2	EMERALD	-	NDOF	NBUB	2	7	0	0
15	2	Jardim	-	NBON	NSTB	7	11	0	0
15	2	EMERALD	-	NBON	NSTB	6	7	0	0
15	2	Jardim	-	NWTP	NSRP	17	8	0	0
15	2	EMERALD	-	NWTP	NSRP	4	8	0	0
15	3	EMERALD	-	NQAK	NMTB	13	9	0	0
15	3	Cache	-	NQAK	NMTB	1	6	0	0
15	3	EMERALD	-	NJNG	NKOC	6	12	0	0
15	3	Cache	-	NJNG	NKOC	7	13	0	0
15	3	EMERALD	-	NTPB	NPIC	6	7	0	0
15	3	Cache	-	NTPB	NPIC	6	1	0	0
15	3	EMERALD	-	NSC	NCLP	9	2	0	0
15	3	Cache	-	NSC	NCLP	5	2	0	0
15	3	EMERALD	-	NBGB	NDOF	8	4	1	2
15	3	Cache	-	NBGB	NDOF	4	8	0	0
15	3	EMERALD	-	NSOW	NBON	4	7	0	0
15	3	Cache	-	NSOW	NBON	6	7	0	0
15	3	EMERALD	-	NBUB	NWTP	7	5	6	4
15	3	Cache	-	NBUB	NWTP	5	4	0	0
15	3	EMERALD	-	NSTB	NSRP	2	11	0	0
15	3	Cache	-	NSTB	NSRP	5	13	0	0
15	4	Cache	-	NKOC	NQAK	9	4	0	0
15	4	Pilot	-	NKOC	NQAK	4	6	0	0
15	4	Cache	-	NMTB	NPIC	7	3	0	0
15	4	Pilot	-	NMTB	NPIC	5	3	0	0
15	4	Cache	-	NCLP	NJNG	4	9	0	0
15	4	Pilot	-	NCLP	NJNG	7	9	0	0
15	4	Cache	-	NSC	NTPB	6	4	0	0
15	4	Pilot	-	NSC	NTPB	6	6	0	0
15	4	Cache	-	NBGB	NBON	6	5	0	0
15	4	Pilot	-	NBGB	NBON	10	8	3	2
15	4	Cache	-	NDOF	NWTP	6	3	0	0
15	4	Pilot	-	NDOF	NWTP	5	3	0	0
15	4	Cache	-	NSRP	NSOW	9	2	0	0
15	4	Pilot	-	NSRP	NSOW	7	4	0	0
15	4	Cache	-	NSTB	NBUB	6	5	0	0
15	4	Pilot	-	NSTB	NBUB	4	3	0	0
15	5	Pilot	-	NQAK	NPIC	6	2	0	0
15	5	Rush	-	NQAK	NPIC	3	6	0	0
15	5	Pilot	-	NKOC	NCLP	1	8	0	0
15	5	Rush	-	NKOC	NCLP	3	17	0	0
15	5	Pilot	-	NMTB	NSC	7	10	0	0
15	5	Rush	-	NMTB	NSC	7	5	0	0
15	5	Pilot	-	NJNG	NTPB	9	8	0	0
15	5	Rush	-	NJNG	NTPB	6	7	0	0
15	5	Pilot	-	NBGB	NWTP	5	4	0	0
15	5	Rush	-	NBGB	NWTP	6	7	0	0
15	5	Pilot	-	NBON	NSRP	8	4	0	0
15	5	Rush	-	NBON	NSRP	10	3	0	0
15	5	Pilot	-	NDOF	NSTB	9	3	0	0
15	5	Rush	-	NDOF	NSTB	9	5	0	0
15	5	Pilot	-	NSOW	NBUB	5	5	0	0
15	5	Rush	-	NSOW	NBUB	12	11	0	0
15	6	Rush	-	NCLP	NQAK	3	9	0	0
15	6	Transilio	-	NCLP	NQAK	4	11	0	0
15	6	Rush	-	NSC	NPIC	7	4	0	0
15	6	Transilio	-	NSC	NPIC	11	6	0	0
15	6	Rush	-	NTPB	NKOC	4	9	0	0
15	6	Transilio	-	NTPB	NKOC	8	7	0	0
15	6	Rush	-	NJNG	NMTB	3	6	0	0
15	6	Transilio	-	NJNG	NMTB	4	2	0	0
15	6	Rush	-	NSRP	NBGB	11	3	0	0
15	6	Transilio	-	NSRP	NBGB	8	3	0	0
15	6	Rush	-	NSTB	NWTP	11	10	0	0
15	6	Transilio	-	NSTB	NWTP	9	1	0	0
15	6	Rush	-	NBUB	NBON	6	8	0	0
15	6	Transilio	-	NBUB	NBON	11	8	0	0
15	6	Rush	-	NSOW	NDOF	7	1	0	0
15	6	Transilio	-	NSOW	NDOF	3	9	0	0
15	7	Transilio	-	NQAK	NSC	6	5	0	0
15	7	Cedar	-	NQAK	NSC	7	7	0	0
15	7	Transilio	-	NCLP	NTPB	3	9	0	0
15	7	Cedar	-	NCLP	NTPB	18	3	0	0
15	7	Transilio	-	NPIC	NJNG	9	9	7	6
15	7	Cedar	-	NPIC	NJNG	9	8	0	0
15	7	Transilio	-	NKOC	NMTB	5	4	0	0
15	7	Cedar	-	NKOC	NMTB	6	9	0	0
15	7	Transilio	-	NBGB	NSTB	6	4	0	0
15	7	Cedar	-	NBGB	NSTB	7	8	0	0
15	7	Transilio	-	NSRP	NBUB	6	3	0	0
15	7	Cedar	-	NSRP	NBUB	8	10	0	0
15	7	Transilio	-	NWTP	NSOW	6	8	0	0
15	7	Cedar	-	NWTP	NSOW	10	10	0	0
15	7	Transilio	-	NBON	NDOF	9	11	0	0
15	7	Cedar	-	NBON	NDOF	7	16	0	0
16	1	EMERALD	-	NCSP	NJNG	8	7	0	0
16	1	Transilio	-	NCSP	NJNG	3	6	0	0
16	1	EMERALD	-	NAW	NTHS	5	5	4	2
16	1	Transilio	-	NAW	NTHS	4	7	0	0
16	1	EMERALD	-	BHCP	NBIH	5	10	0	0
16	1	Transilio	-	BHCP	NBIH	5	10	0	0
16	1	EMERALD	-	NSRP	NMMP	6	8	0	0
16	1	Transilio	-	NSRP	NMMP	9	4	0	0
16	1	EMERALD	-	NCLP	NPIC	14	5	0	0
16	1	Transilio	-	NCLP	NPIC	8	3	0	0
16	1	EMERALD	-	N7DS	NCRK	5	9	0	0
16	1	Transilio	-	N7DS	NCRK	10	3	0	0
16	2	Transilio	-	NCSP	BHCP	12	4	0	0
16	2	Jardim	-	NCSP	BHCP	10	6	0	0
16	2	Transilio	-	NAW	NSRP	7	6	0	0
16	2	Jardim	-	NAW	NSRP	13	6	0	0
16	2	Transilio	-	NTHS	NCLP	2	11	0	0
16	2	Jardim	-	NTHS	NCLP	6	13	0	0
16	2	Transilio	-	NJNG	N7DS	14	5	0	0
16	2	Jardim	-	NJNG	N7DS	12	7	0	0
16	2	Transilio	-	NCRK	NBIH	3	5	0	0
16	2	Jardim	-	NCRK	NBIH	5	8	0	0
16	2	Transilio	-	NPIC	NMMP	2	2	2	6
16	2	Jardim	-	NPIC	NMMP	6	16	0	0
16	3	Jardim	-	NCSP	NCRK	4	8	0	0
16	3	Cedar	-	NCSP	NCRK	7	8	0	0
16	3	Jardim	-	NAW	NPIC	12	5	0	0
16	3	Cedar	-	NAW	NPIC	10	1	0	0
16	3	Jardim	-	NTHS	NMMP	4	8	0	0
16	3	Cedar	-	NTHS	NMMP	8	4	0	0
16	3	Jardim	-	NJNG	NBIH	16	7	0	0
16	3	Cedar	-	NJNG	NBIH	8	3	0	0
16	3	Jardim	-	BHCP	N7DS	15	8	0	0
16	3	Cedar	-	BHCP	N7DS	10	5	0	0
16	3	Jardim	-	NSRP	NCLP	6	5	0	0
16	3	Cedar	-	NSRP	NCLP	4	9	0	0
16	4	Cedar	-	NCSP	NAW	2	13	0	0
16	4	Community	-	NCSP	NAW	6	18	0	0
16	4	Cedar	-	NTHS	NJNG	4	12	0	0
16	4	Community	-	NTHS	NJNG	8	5	0	0
16	4	Cedar	-	BHCP	NCRK	6	13	0	0
16	4	Community	-	BHCP	NCRK	12	7	0	0
16	4	Cedar	-	NSRP	NPIC	11	5	0	0
16	4	Community	-	NSRP	NPIC	14	4	0	0
16	4	Cedar	-	NCLP	NMMP	6	10	0	0
16	4	Community	-	NCLP	NMMP	19	9	0	0
16	4	Cedar	-	N7DS	NBIH	4	6	0	0
16	4	Community	-	N7DS	NBIH	5	8	0	0
16	5	Community	-	NCSP	NSRP	5	11	0	0
16	5	Rush	-	NCSP	NSRP	6	13	0	0
16	5	Community	-	NAW	NCLP	8	10	0	0
16	5	Rush	-	NAW	NCLP	12	6	0	0
16	5	Community	-	NTHS	N7DS	4	5	0	0
16	5	Rush	-	NTHS	N7DS	3	5	0	0
16	5	Community	-	NJNG	BHCP	7	7	11	10
16	5	Rush	-	NJNG	BHCP	5	5	3	6
16	5	Community	-	NCRK	NPIC	8	5	0	0
16	5	Rush	-	NCRK	NPIC	11	9	0	0
16	5	Community	-	NMMP	NBIH	9	7	0	0
16	5	Rush	-	NMMP	NBIH	10	4	0	0
16	6	Rush	-	NCSP	NPIC	6	1	0	0
16	6	Pilot	-	NCSP	NPIC	3	5	0	0
16	6	Rush	-	NAW	NMMP	6	6	7	8
16	6	Pilot	-	NAW	NMMP	7	3	0	0
16	6	Rush	-	NTHS	NBIH	3	10	0	0
16	6	Pilot	-	NTHS	NBIH	3	5	0	0
16	6	Rush	-	NJNG	NCRK	6	7	0	0
16	6	Pilot	-	NJNG	NCRK	11	10	0	0
16	6	Rush	-	BHCP	NSRP	5	8	0	0
16	6	Pilot	-	BHCP	NSRP	10	6	0	0
16	6	Rush	-	NCLP	N7DS	10	9	0	0
16	6	Pilot	-	NCLP	N7DS	6	6	3	2
16	7	Pilot	-	NCSP	NTHS	2	3	0	0
16	7	EMERALD	-	NCSP	NTHS	13	7	0	0
16	7	Pilot	-	NAW	NJNG	2	12	0	0
16	7	EMERALD	-	NAW	NJNG	5	4	0	0
16	7	Pilot	-	BHCP	NCLP	6	11	0	0
16	7	EMERALD	-	BHCP	NCLP	3	4	0	0
16	7	Pilot	-	NSRP	N7DS	12	3	0	0
16	7	EMERALD	-	NSRP	N7DS	6	9	0	0
16	7	Pilot	-	NCRK	NMMP	6	7	0	0
16	7	EMERALD	-	NCRK	NMMP	11	10	0	0
16	7	Pilot	-	NPIC	NBIH	7	2	0	0
16	7	EMERALD	-	NPIC	NBIH	9	15	0	0
17	1	Transilio	-	NAW	NSSP	5	12	0	0
17	1	EMERALD	-	NAW	NSSP	5	5	3	4
17	1	Transilio	-	BHCP	NHR	9	3	0	0
17	1	EMERALD	-	BHCP	NHR	8	8	3	5
17	1	Transilio	-	NJJ	NCSP	5	2	0	0
17	1	EMERALD	-	NJJ	NCSP	7	7	3	1
17	1	Transilio	-	NBIH	NSVB	2	15	0	0
17	1	EMERALD	-	NBIH	NSVB	7	9	0	0
17	1	Transilio	-	NMMP	NBOP	8	11	0	0
17	1	EMERALD	-	NMMP	NBOP	7	12	0	0
17	1	Transilio	-	NCRD	NSC	8	6	0	0
17	1	EMERALD	-	NCRD	NSC	3	6	0	0
17	2	Emerald	-	NAW	NCSP	4	6	0	0
17	2	Rush	-	NAW	NCSP	4	4	4	2
17	2	Emerald	-	NSSP	NHR	7	9	0	0
17	2	Rush	-	NSSP	NHR	4	7	0	0
17	2	Emerald	-	BHCP	NJJ	12	6	0	0
17	2	Rush	-	BHCP	NJJ	8	4	0	0
17	2	Emerald	-	NBIH	NSC	6	6	2	8
17	2	Rush	-	NBIH	NSC	5	10	0	0
17	2	Emerald	-	NSVB	NBOP	8	9	0	0
17	2	Rush	-	NSVB	NBOP	11	3	0	0
17	2	Emerald	-	NMMP	NCRD	8	9	0	0
17	2	Rush	-	NMMP	NCRD	7	6	0	0
17	3	Rush	-	NAW	NMMP	5	5	1	2
17	3	Pilot	-	NAW	NMMP	3	9	0	0
17	3	Rush	-	NSSP	NBIH	9	3	0	0
17	3	Pilot	-	NSSP	NBIH	3	4	0	0
17	3	Rush	-	BHCP	NSVB	5	8	0	0
17	3	Pilot	-	BHCP	NSVB	3	11	0	0
17	3	Rush	-	NHR	NSC	8	11	0	0
17	3	Pilot	-	NHR	NSC	5	7	0	0
17	3	Rush	-	NJJ	NBOP	7	5	0	0
17	3	Pilot	-	NJJ	NBOP	6	6	1	0
17	3	Rush	-	NCSP	NCRD	5	6	0	0
17	3	Pilot	-	NCSP	NCRD	5	2	0	0
17	4	Pilot	-	NAW	NSC	6	9	0	0
17	4	Jardim	-	NAW	NSC	11	8	0	0
17	4	Pilot	-	NSSP	NBOP	7	7	1	3
17	4	Jardim	-	NSSP	NBOP	6	11	0	0
17	4	Pilot	-	BHCP	NCRD	4	7	0	0
17	4	Jardim	-	BHCP	NCRD	12	7	0	0
17	4	Pilot	-	NHR	NMMP	7	9	0	0
17	4	Jardim	-	NHR	NMMP	7	13	0	0
17	4	Pilot	-	NJJ	NBIH	4	2	0	0
17	4	Jardim	-	NJJ	NBIH	10	10	4	2
17	4	Pilot	-	NSVB	NCSP	7	10	0	0
17	4	Jardim	-	NSVB	NCSP	10	9	0	0
17	5	Jardim	-	NCRD	NBIH	10	7	0	0
17	5	Wormy	-	NCRD	NBIH	4	5	0	0
17	5	Jardim	-	NAW	NJJ	7	13	0	0
17	5	Wormy	-	NAW	NJJ	5	7	0	0
17	5	Jardim	-	NSSP	BHCP	6	7	0	0
17	5	Wormy	-	NSSP	BHCP	3	4	0	0
17	5	Jardim	-	NHR	NCSP	11	4	0	0
17	5	Wormy	-	NHR	NCSP	4	4	2	1
17	5	Jardim	-	NSVB	NMMP	12	6	0	0
17	5	Wormy	-	NSVB	NMMP	6	2	0	0
17	5	Jardim	-	NBOP	NSC	12	8	0	0
17	5	Wormy	-	NBOP	NSC	9	4	0	0
17	6	Wormy	-	NAW	BHCP	12	5	0	0
17	6	Joji	-	NAW	BHCP	5	5	1	0
17	6	Wormy	-	NHR	NJJ	8	4	0	0
17	6	Joji	-	NHR	NJJ	6	7	0	0
17	6	Wormy	-	NBIH	NMMP	5	0	0	0
17	6	Joji	-	NBIH	NMMP	6	8	0	0
17	6	Wormy	-	NBOP	NCRD	16	3	0	0
17	6	Joji	-	NBOP	NCRD	10	5	0	0
17	6	Wormy	-	NSSP	NCSP	4	5	0	0
17	6	Joji	-	NSSP	NCSP	7	8	0	0
17	6	Wormy	-	NSVB	NSC	2	4	0	0
17	6	Joji	-	NSVB	NSC	6	6	5	6
17	7	Joji	-	NAW	NBIH	10	6	0	0
17	7	Cedar	-	NAW	NBIH	6	8	0	0
17	7	Joji	-	NSSP	NSVB	3	10	0	0
17	7	Cedar	-	NSSP	NSVB	0	16	0	0
17	7	Joji	-	BHCP	NMMP	7	7	6	1
17	7	Cedar	-	BHCP	NMMP	8	8	5	4
17	7	Joji	-	NHR	NBOP	7	4	0	0
17	7	Cedar	-	NHR	NBOP	8	9	0	0
17	7	Joji	-	NJJ	NCRD	3	4	0	0
17	7	Cedar	-	NJJ	NCRD	4	7	0	0
17	7	Joji	-	NCSP	NSC	7	4	0	0
17	7	Cedar	-	NCSP	NSC	14	7	0	0
17	8	Cedar	-	NAW	NBOP	6	5	0	0
17	8	Transilio	-	NAW	NBOP	9	6	0	0
17	8	Cedar	-	NSSP	NCRD	2	16	0	0
17	8	Transilio	-	NSSP	NCRD	5	10	0	0
17	8	Cedar	-	BHCP	NSC	9	7	0	0
17	8	Transilio	-	BHCP	NSC	4	3	0	0
17	8	Cedar	-	NHR	NBIH	9	6	0	0
17	8	Transilio	-	NHR	NBIH	7	9	0	0
17	8	Cedar	-	NJJ	NSVB	5	6	0	0
17	8	Transilio	-	NJJ	NSVB	2	10	0	0
17	8	Cedar	-	NCSP	NMMP	9	3	0	0
17	8	Transilio	-	NCSP	NMMP	6	5	0	0
18	1	EMERALD	-	NTBT	NCT9	6	9	0	0
18	1	Transilio	-	NTBT	NCT9	7	4	0	0
18	1	EMERALD	-	BHCP	NRSP	6	5	0	0
18	1	Transilio	-	BHCP	NRSP	4	6	0	0
18	1	EMERALD	-	NTCJ	N21J	9	6	0	0
18	1	Transilio	-	NTCJ	N21J	18	2	0	0
18	1	EMERALD	-	NCPH	NOBT	14	8	0	0
18	1	Transilio	-	NCPH	NOBT	4	3	0	0
18	1	EMERALD	-	NRTJ	NCYE	10	7	0	0
18	1	Transilio	-	NRTJ	NCYE	13	2	0	0
18	1	EMERALD	-	NPMG	NGFD	7	10	0	0
18	1	Transilio	-	NPMG	NGFD	4	3	0	0
18	2	Transilio	-	NTBT	NCPH	4	2	0	0
18	2	Sugar Hill	-	NTBT	NCPH	3	11	0	0
18	2	Transilio	-	NCT9	NOBT	5	8	0	0
18	2	Sugar Hill	-	NCT9	NOBT	5	10	0	0
18	2	Transilio	-	BHCP	NRTJ	4	3	0	0
18	2	Sugar Hill	-	BHCP	NRTJ	6	5	0	0
18	2	Transilio	-	NRSP	NCYE	8	6	0	0
18	2	Sugar Hill	-	NRSP	NCYE	14	7	0	0
18	2	Transilio	-	NTCJ	NPMG	11	1	0	0
18	2	Sugar Hill	-	NTCJ	NPMG	11	3	0	0
18	2	Transilio	-	N21J	NGFD	4	5	0	0
18	2	Sugar Hill	-	N21J	NGFD	11	1	0	0
18	3	Sugar Hill	-	NTBT	NGFD	4	6	0	0
18	3	Rush	-	NTBT	NGFD	5	2	0	0
18	3	Sugar Hill	-	NCT9	NPMG	5	9	0	0
18	3	Rush	-	NCT9	NPMG	3	19	0	0
18	3	Sugar Hill	-	BHCP	N21J	8	13	0	0
18	3	Rush	-	BHCP	N21J	7	9	0	0
18	3	Sugar Hill	-	NRSP	NTCJ	9	5	0	0
18	3	Rush	-	NRSP	NTCJ	5	13	0	0
18	3	Sugar Hill	-	NCPH	NCYE	7	7	3	2
18	3	Rush	-	NCPH	NCYE	9	3	0	0
18	3	Sugar Hill	-	NOBT	NRTJ	7	8	0	0
18	3	Rush	-	NOBT	NRTJ	7	4	0	0
18	4	Rush	-	NTBT	NRSP	5	7	0	0
18	4	Catch-22	-	NTBT	NRSP	6	6	7	2
18	4	Rush	-	NCT9	BHCP	7	9	0	0
18	4	Catch-22	-	NCT9	BHCP	11	11	1	3
18	4	Rush	-	NTCJ	NOBT	10	4	0	0
18	4	Catch-22	-	NTCJ	NOBT	10	4	0	0
18	4	Rush	-	N21J	NCPH	10	10	1	6
18	4	Catch-22	-	N21J	NCPH	5	6	0	0
18	4	Rush	-	NRTJ	NGFD	10	5	0	0
18	4	Catch-22	-	NRTJ	NGFD	5	7	0	0
18	4	Rush	-	NCYE	NPMG	7	12	0	0
18	4	Catch-22	-	NCYE	NPMG	8	7	0	0
18	5	Catch-22	-	NTBT	NOBT	5	9	0	0
18	5	Jardim	-	NTBT	NOBT	7	15	0	0
18	5	Catch-22	-	NCT9	NCPH	10	8	0	0
18	5	Jardim	-	NCT9	NCPH	16	9	0	0
18	5	Catch-22	-	BHCP	NCYE	7	6	0	0
18	5	Jardim	-	BHCP	NCYE	13	9	0	0
18	5	Catch-22	-	NRSP	NRTJ	2	14	0	0
18	5	Jardim	-	NRSP	NRTJ	7	15	0	0
18	5	Catch-22	-	NTCJ	NGFD	10	6	0	0
18	5	Jardim	-	NTCJ	NGFD	8	15	0	0
18	5	Catch-22	-	N21J	NPMG	6	7	0	0
18	5	Jardim	-	N21J	NPMG	15	3	0	0
18	6	Jardim	-	NTBT	BHCP	11	2	0	0
18	6	Pilot 2.0	-	NTBT	BHCP	8	8	2	3
18	6	Jardim	-	NCT9	NRSP	12	11	0	0
18	6	Pilot 2.0	-	NCT9	NRSP	5	10	0	0
18	6	Jardim	-	NTCJ	NCPH	7	9	0	0
18	6	Pilot 2.0	-	NTCJ	NCPH	5	2	0	0
18	6	Jardim	-	N21J	NOBT	15	8	0	0
18	6	Pilot 2.0	-	N21J	NOBT	1	7	0	0
18	6	Jardim	-	NRTJ	NPMG	8	8	4	9
18	6	Pilot 2.0	-	NRTJ	NPMG	7	9	0	0
18	6	Jardim	-	NCYE	NGFD	8	8	1	2
18	6	Pilot 2.0	-	NCYE	NGFD	3	9	0	0
18	7	Pilot 2.0	-	NTBT	NPMG	9	4	0	0
18	7	EMERALD	-	NTBT	NPMG	8	5	0	0
18	7	Pilot 2.0	-	NCT9	NGFD	3	9	0	0
18	7	EMERALD	-	NCT9	NGFD	18	12	0	0
18	7	Pilot 2.0	-	BHCP	NTCJ	9	3	0	0
18	7	EMERALD	-	BHCP	NTCJ	8	8	6	4
18	7	Pilot 2.0	-	NRSP	N21J	9	3	0	0
18	7	EMERALD	-	NRSP	N21J	12	10	0	0
18	7	Pilot 2.0	-	NCPH	NRTJ	3	8	0	0
18	7	EMERALD	-	NCPH	NRTJ	11	6	0	0
18	7	Pilot 2.0	-	NOBT	NCYE	6	3	0	0
18	7	EMERALD	-	NOBT	NCYE	6	7	0	0
19	1	Pilot 2	-	NFBM	NPRE	5	11	0	0
19	1	Jardim	-	NFBM	NPRE	4	16	0	0
19	1	Pilot 2	-	NLBM	NDNO	8	10	0	0
19	1	Jardim	-	NLBM	NDNO	17	6	0	0
19	1	Pilot 2	-	NGCA	NRKT	4	7	0	0
19	1	Jardim	-	NGCA	NRKT	7	9	0	0
19	1	Pilot 2	-	NVIL	NSC	3	7	0	0
19	1	Jardim	-	NVIL	NSC	11	18	0	0
19	1	Pilot 2	-	NDOR	NDND	7	8	0	0
19	1	Jardim	-	NDOR	NDND	5	8	0	0
19	2	Jardim	-	NFBM	NGCA	9	7	0	0
19	2	Rush	-	NFBM	NGCA	9	6	0	0
19	2	Jardim	-	NLBM	NDND	18	8	0	0
19	2	Rush	-	NLBM	NDND	8	10	0	0
19	2	Jardim	-	NDNO	NDOR	24	4	0	0
19	2	Rush	-	NDNO	NDOR	9	8	0	0
19	2	Jardim	-	NRKT	NVIL	9	13	0	0
19	2	Rush	-	NRKT	NVIL	5	12	0	0
19	2	Jardim	-	NSC	NPRE	8	6	0	0
19	2	Rush	-	NSC	NPRE	4	7	0	0
19	3	Rush	-	NFBM	NDNO	5	10	0	0
19	3	Scorpio	-	NFBM	NDNO	4	9	0	0
19	3	Rush	-	NLBM	NDOR	9	1	0	0
19	3	Scorpio	-	NLBM	NDOR	12	8	0	0
19	3	Rush	-	NGCA	NSC	13	6	0	0
19	3	Scorpio	-	NGCA	NSC	5	6	0	0
19	3	Rush	-	NRKT	NPRE	2	15	0	0
19	3	Scorpio	-	NRKT	NPRE	4	12	0	0
19	3	Rush	-	NVIL	NDND	5	9	0	0
19	3	Scorpio	-	NVIL	NDND	2	7	0	0
19	4	Scorpio	-	NFBM	NRKT	4	8	0	0
19	4	Cedar	-	NFBM	NRKT	14	7	0	0
19	4	Scorpio	-	NLBM	NVIL	13	4	0	0
19	4	Cedar	-	NLBM	NVIL	12	2	0	0
19	4	Scorpio	-	NGCA	NDND	7	9	0	0
19	4	Cedar	-	NGCA	NDND	5	9	0	0
19	4	Scorpio	-	NDNO	NSC	4	12	0	0
19	4	Cedar	-	NDNO	NSC	9	9	3	2
19	4	Scorpio	-	NDOR	NPRE	5	11	0	0
19	4	Cedar	-	NDOR	NPRE	12	4	0	0
19	5	Cedar	-	NFBM	NSC	6	11	0	0
19	5	EMERALD	-	NFBM	NSC	14	9	0	0
19	5	Cedar	-	NLBM	NGCA	8	8	4	7
19	5	EMERALD	-	NLBM	NGCA	2	8	0	0
19	5	Cedar	-	NDNO	NVIL	17	9	0	0
19	5	EMERALD	-	NDNO	NVIL	7	19	0	0
19	5	Cedar	-	NRKT	NDOR	6	15	0	0
19	5	EMERALD	-	NRKT	NDOR	11	5	0	0
19	5	Cedar	-	NDND	NPRE	6	18	0	0
19	5	EMERALD	-	NDND	NPRE	5	10	0	0
19	6	EMERALD	-	NFBM	NDOR	12	12	7	12
19	6	Transilio	-	NFBM	NDOR	4	5	0	0
19	6	EMERALD	-	NLBM	NPRE	8	10	0	0
19	6	Transilio	-	NLBM	NPRE	4	10	0	0
19	6	EMERALD	-	NGCA	NVIL	10	5	0	0
19	6	Transilio	-	NGCA	NVIL	6	6	2	6
19	6	EMERALD	-	NDNO	NDND	11	7	0	0
19	6	Transilio	-	NDNO	NDND	3	8	0	0
19	6	EMERALD	-	NRKT	NSC	9	8	0	0
19	6	Transilio	-	NRKT	NSC	11	6	0	0
19	7	Transilio	-	NFBM	NLBM	11	7	0	0
19	7	Pilot 2.0	-	NFBM	NLBM	3	7	0	0
19	7	Transilio	-	NGCA	NPRE	6	4	0	0
19	7	Pilot 2.0	-	NGCA	NPRE	5	11	0	0
19	7	Transilio	-	NDNO	NRKT	9	6	0	0
19	7	Pilot 2.0	-	NDNO	NRKT	8	4	0	0
19	7	Transilio	-	NVIL	NDOR	8	2	0	0
19	7	Pilot 2.0	-	NVIL	NDOR	16	2	0	0
19	7	Transilio	-	NSC	NDND	6	6	2	3
19	7	Pilot 2.0	-	NSC	NDND	8	3	0	0
