season	week	game	half	team1	team2	t1score	t2score
14	8	Pilot	OT	NSBP	NWHC	0	0
14	8	EMERALD	1	NSBP	NWHC	3	5
14	8	EMERALD	2	NSBP	NWHC	8	1
14	8	EMERALD	OT	NSBP	NWHC	0	0
14	8	Pilot	1	NGB	NBD	4	1
14	8	Pilot	2	NGB	NBD	3	6
14	8	Pilot	OT	NGB	NBD	0	1
14	8	EMERALD	1	NGB	NBD	2	7
14	8	EMERALD	2	NGB	NBD	1	6
14	8	EMERALD	OT	NGB	NBD	0	0
14	8	Pilot	1	NJC	NLOW	2	6
14	8	Pilot	2	NJC	NLOW	2	4
14	8	Pilot	OT	NJC	NLOW	0	0
14	8	EMERALD	1	NJC	NLOW	2	3
14	8	EMERALD	2	NJC	NLOW	3	5
14	8	EMERALD	OT	NJC	NLOW	0	0
14	8	Pilot	1	NAW	NABO	7	4
14	8	Pilot	2	NAW	NABO	4	3
14	8	Pilot	OT	NAW	NABO	0	0
14	8	EMERALD	1	NAW	NABO	5	3
14	8	EMERALD	2	NAW	NABO	7	3
14	8	EMERALD	OT	NAW	NABO	0	0
14	8	Pilot	1	NTRS	NTCJ	1	1
14	8	Pilot	2	NTRS	NTCJ	3	5
14	8	Pilot	OT	NTRS	NTCJ	0	0
14	8	EMERALD	1	NTRS	NTCJ	4	5
14	8	EMERALD	2	NTRS	NTCJ	4	3
14	8	EMERALD	OT	NTRS	NTCJ	5	0
14	8	Pilot	1	N877	N21J	2	4
14	8	Pilot	2	N877	N21J	3	2
14	8	Pilot	OT	N877	N21J	0	0
14	8	EMERALD	1	N877	N21J	4	6
14	8	EMERALD	2	N877	N21J	14	2
14	8	EMERALD	OT	N877	N21J	0	0
14	8	Pilot	1	NRGB	NCJ	3	3
14	8	Pilot	2	NRGB	NCJ	1	5
14	8	Pilot	OT	NRGB	NCJ	0	0
14	8	EMERALD	1	NRGB	NCJ	1	6
14	8	EMERALD	2	NRGB	NCJ	4	4
14	8	EMERALD	OT	NRGB	NCJ	0	0
14	9	EMERALD	1	NREP	NLOW	6	4
14	9	EMERALD	2	NREP	NLOW	8	2
14	9	EMERALD	OT	NREP	NLOW	0	0
14	9	Transilio	1	NREP	NLOW	5	2
14	9	Transilio	2	NREP	NLOW	3	2
14	9	Transilio	OT	NREP	NLOW	0	0
14	9	EMERALD	1	NSBP	NBD	1	4
14	9	EMERALD	2	NSBP	NBD	3	1
14	9	EMERALD	OT	NSBP	NBD	0	0
14	9	Transilio	1	NSBP	NBD	2	8
14	9	Transilio	2	NSBP	NBD	6	2
14	9	Transilio	OT	NSBP	NBD	0	0
14	9	EMERALD	1	NGB	NWHC	2	8
14	9	EMERALD	2	NGB	NWHC	3	4
14	9	EMERALD	OT	NGB	NWHC	0	0
14	9	Transilio	1	NGB	NWHC	6	3
14	9	Transilio	2	NGB	NWHC	5	5
14	9	Transilio	OT	NGB	NWHC	0	0
14	9	EMERALD	1	NJC	BHCP	5	5
14	9	EMERALD	2	NJC	BHCP	1	9
14	9	EMERALD	OT	NJC	BHCP	0	0
14	9	Transilio	1	NJC	BHCP	1	4
14	9	Transilio	2	NJC	BHCP	3	1
14	9	Transilio	OT	NJC	BHCP	0	0
14	9	EMERALD	1	NAW	NCJ	5	3
14	9	EMERALD	2	NAW	NCJ	4	1
14	9	EMERALD	OT	NAW	NCJ	0	0
14	9	Transilio	1	NAW	NCJ	6	0
14	9	Transilio	2	NAW	NCJ	1	3
14	9	Transilio	OT	NAW	NCJ	0	0
14	9	EMERALD	1	NTRS	N21J	5	5
14	9	EMERALD	2	NTRS	N21J	3	8
14	9	EMERALD	OT	NTRS	N21J	0	0
14	9	Transilio	1	NTRS	N21J	3	2
14	9	Transilio	2	NTRS	N21J	4	4
14	9	Transilio	OT	NTRS	N21J	0	0
14	9	EMERALD	1	N877	NTCJ	6	1
14	9	EMERALD	2	N877	NTCJ	4	3
14	9	EMERALD	OT	N877	NTCJ	0	0
14	9	Transilio	1	N877	NTCJ	1	2
14	9	Transilio	2	N877	NTCJ	3	5
14	9	Transilio	OT	N877	NTCJ	0	0
14	9	EMERALD	1	NRGB	NABO	7	3
14	9	EMERALD	2	NRGB	NABO	3	8
14	9	EMERALD	OT	NRGB	NABO	0	0
14	9	Transilio	1	NRGB	NABO	3	3
14	9	Transilio	2	NRGB	NABO	3	6
14	9	Transilio	OT	NRGB	NABO	0	0
15	1	Cedar	1	NQAK	NTPB	1	5
15	1	Cedar	2	NQAK	NTPB	2	3
15	1	Cedar	OT	NQAK	NTPB	0	0
15	1	Jardim	1	NQAK	NTPB	3	5
15	1	Jardim	2	NQAK	NTPB	10	4
15	1	Jardim	OT	NQAK	NTPB	0	0
15	1	Cedar	1	NSC	NJNG	6	1
15	1	Cedar	2	NSC	NJNG	2	5
15	1	Cedar	OT	NSC	NJNG	0	0
15	1	Jardim	1	NSC	NJNG	3	5
15	1	Jardim	2	NSC	NJNG	4	4
15	1	Jardim	OT	NSC	NJNG	0	0
15	1	Cedar	1	NCLP	NMTB	3	5
15	1	Cedar	2	NCLP	NMTB	3	4
15	1	Cedar	OT	NCLP	NMTB	0	0
15	1	Jardim	1	NCLP	NMTB	2	4
15	1	Jardim	2	NCLP	NMTB	4	5
15	1	Jardim	OT	NCLP	NMTB	0	0
15	1	Cedar	1	NPIC	NKOC	8	0
15	1	Cedar	2	NPIC	NKOC	6	4
15	1	Cedar	OT	NPIC	NKOC	0	0
15	1	Jardim	1	NPIC	NKOC	7	5
15	1	Jardim	2	NPIC	NKOC	12	3
15	1	Jardim	OT	NPIC	NKOC	0	0
15	1	Cedar	1	NBGB	NBUB	1	1
15	1	Cedar	2	NBGB	NBUB	6	2
15	1	Cedar	OT	NBGB	NBUB	0	0
15	1	Jardim	1	NBGB	NBUB	6	4
15	1	Jardim	2	NBGB	NBUB	2	2
15	1	Jardim	OT	NBGB	NBUB	0	0
15	1	Cedar	1	NSTB	NSOW	3	2
15	1	Cedar	2	NSTB	NSOW	6	4
15	1	Cedar	OT	NSTB	NSOW	0	0
15	1	Jardim	1	NSTB	NSOW	6	3
15	1	Jardim	2	NSTB	NSOW	4	2
15	1	Jardim	OT	NSTB	NSOW	0	0
15	1	Cedar	1	NSRP	NDOF	8	1
15	1	Cedar	2	NSRP	NDOF	11	4
15	1	Cedar	OT	NSRP	NDOF	0	0
15	1	Jardim	1	NSRP	NDOF	6	3
15	1	Jardim	2	NSRP	NDOF	10	5
15	1	Jardim	OT	NSRP	NDOF	0	0
15	1	Cedar	1	NWTP	NBON	4	1
15	1	Cedar	2	NWTP	NBON	4	6
15	1	Cedar	OT	NWTP	NBON	0	0
15	1	Jardim	1	NWTP	NBON	5	4
15	1	Jardim	2	NWTP	NBON	6	7
15	1	Jardim	OT	NWTP	NBON	0	0
15	2	Jardim	1	NJNG	NQAK	5	3
15	2	Jardim	2	NJNG	NQAK	6	2
15	2	Jardim	OT	NJNG	NQAK	0	0
15	2	EMERALD	1	NJNG	NQAK	2	10
15	2	EMERALD	2	NJNG	NQAK	1	8
15	2	EMERALD	OT	NJNG	NQAK	0	0
15	2	Jardim	1	NMTB	NTPB	2	3
15	2	Jardim	2	NMTB	NTPB	3	3
15	2	Jardim	OT	NMTB	NTPB	0	0
15	2	EMERALD	1	NMTB	NTPB	4	2
15	2	EMERALD	2	NMTB	NTPB	3	5
15	2	EMERALD	OT	NMTB	NTPB	0	0
15	2	Jardim	1	NKOC	NSC	6	2
15	2	Jardim	2	NKOC	NSC	3	11
15	2	Jardim	OT	NKOC	NSC	0	0
15	2	EMERALD	1	NKOC	NSC	3	5
15	2	EMERALD	2	NKOC	NSC	5	3
15	2	EMERALD	OT	NKOC	NSC	0	0
15	2	Jardim	1	NPIC	NCLP	6	4
15	2	Jardim	2	NPIC	NCLP	5	1
15	2	Jardim	OT	NPIC	NCLP	0	0
15	2	EMERALD	1	NPIC	NCLP	3	4
15	2	EMERALD	2	NPIC	NCLP	5	4
15	2	EMERALD	OT	NPIC	NCLP	5	2
15	2	Jardim	1	NSOW	NBGB	7	7
15	2	Jardim	2	NSOW	NBGB	7	1
15	2	Jardim	OT	NSOW	NBGB	0	0
15	2	EMERALD	1	NSOW	NBGB	11	2
15	2	EMERALD	2	NSOW	NBGB	1	5
15	2	EMERALD	OT	NSOW	NBGB	0	0
15	2	Jardim	1	NDOF	NBUB	5	3
15	2	Jardim	2	NDOF	NBUB	3	5
15	2	Jardim	OT	NDOF	NBUB	0	0
15	2	EMERALD	1	NDOF	NBUB	0	3
15	2	EMERALD	2	NDOF	NBUB	2	4
15	2	EMERALD	OT	NDOF	NBUB	0	0
15	2	Jardim	1	NBON	NSTB	6	5
15	2	Jardim	2	NBON	NSTB	1	6
15	2	Jardim	OT	NBON	NSTB	0	0
15	2	EMERALD	1	NBON	NSTB	1	5
15	2	EMERALD	2	NBON	NSTB	5	2
15	2	EMERALD	OT	NBON	NSTB	0	0
15	2	Jardim	1	NWTP	NSRP	7	2
15	2	Jardim	2	NWTP	NSRP	10	6
15	2	Jardim	OT	NWTP	NSRP	0	0
15	2	EMERALD	1	NWTP	NSRP	1	5
15	2	EMERALD	2	NWTP	NSRP	3	3
15	2	EMERALD	OT	NWTP	NSRP	0	0
15	3	EMERALD	1	NQAK	NMTB	3	5
15	3	EMERALD	2	NQAK	NMTB	10	4
15	3	EMERALD	OT	NQAK	NMTB	0	0
15	3	Cache	1	NQAK	NMTB	1	2
15	3	Cache	2	NQAK	NMTB	0	4
15	3	Cache	OT	NQAK	NMTB	0	0
15	3	EMERALD	1	NJNG	NKOC	2	4
15	3	EMERALD	2	NJNG	NKOC	4	8
15	3	EMERALD	OT	NJNG	NKOC	0	0
15	3	Cache	1	NJNG	NKOC	2	8
15	3	Cache	2	NJNG	NKOC	5	5
15	3	Cache	OT	NJNG	NKOC	0	0
15	3	EMERALD	1	NTPB	NPIC	3	7
15	3	EMERALD	2	NTPB	NPIC	3	0
15	3	EMERALD	OT	NTPB	NPIC	0	0
15	3	Cache	1	NTPB	NPIC	5	1
15	3	Cache	2	NTPB	NPIC	1	0
15	3	Cache	OT	NTPB	NPIC	0	0
15	3	EMERALD	1	NSC	NCLP	4	0
15	3	EMERALD	2	NSC	NCLP	5	2
15	3	EMERALD	OT	NSC	NCLP	0	0
15	3	Cache	1	NSC	NCLP	3	1
15	3	Cache	2	NSC	NCLP	2	1
15	3	Cache	OT	NSC	NCLP	0	0
15	3	EMERALD	1	NBGB	NDOF	3	1
15	3	EMERALD	2	NBGB	NDOF	5	3
15	3	EMERALD	OT	NBGB	NDOF	1	2
15	3	Cache	1	NBGB	NDOF	3	6
15	3	Cache	2	NBGB	NDOF	1	2
15	3	Cache	OT	NBGB	NDOF	0	0
15	3	EMERALD	1	NSOW	NBON	1	6
15	3	EMERALD	2	NSOW	NBON	3	1
15	3	EMERALD	OT	NSOW	NBON	0	0
15	3	Cache	1	NSOW	NBON	3	2
15	3	Cache	2	NSOW	NBON	3	5
15	3	Cache	OT	NSOW	NBON	0	0
15	3	EMERALD	1	NBUB	NWTP	3	2
15	3	EMERALD	2	NBUB	NWTP	4	3
15	3	EMERALD	OT	NBUB	NWTP	6	4
15	3	Cache	1	NBUB	NWTP	2	1
15	3	Cache	2	NBUB	NWTP	3	3
15	3	Cache	OT	NBUB	NWTP	0	0
15	3	EMERALD	1	NSTB	NSRP	1	5
15	3	EMERALD	2	NSTB	NSRP	1	6
15	3	EMERALD	OT	NSTB	NSRP	0	0
15	3	Cache	1	NSTB	NSRP	2	3
15	3	Cache	2	NSTB	NSRP	3	10
15	3	Cache	OT	NSTB	NSRP	0	0
15	4	Cache	1	NKOC	NQAK	2	3
15	4	Cache	2	NKOC	NQAK	7	1
15	4	Cache	OT	NKOC	NQAK	0	0
15	4	Pilot	1	NKOC	NQAK	3	2
15	4	Pilot	2	NKOC	NQAK	1	4
15	4	Pilot	OT	NKOC	NQAK	0	0
15	4	Cache	1	NMTB	NPIC	2	3
15	4	Cache	2	NMTB	NPIC	5	0
15	4	Cache	OT	NMTB	NPIC	0	0
15	4	Pilot	1	NMTB	NPIC	1	3
15	4	Pilot	2	NMTB	NPIC	4	0
15	4	Pilot	OT	NMTB	NPIC	0	0
15	4	Cache	1	NCLP	NJNG	0	6
15	4	Cache	2	NCLP	NJNG	4	3
15	4	Cache	OT	NCLP	NJNG	0	0
15	4	Pilot	1	NCLP	NJNG	2	8
15	4	Pilot	2	NCLP	NJNG	5	1
15	4	Pilot	OT	NCLP	NJNG	0	0
15	4	Cache	1	NSC	NTPB	5	2
15	4	Cache	2	NSC	NTPB	1	2
15	4	Cache	OT	NSC	NTPB	0	0
15	4	Pilot	1	NSC	NTPB	4	1
15	4	Pilot	2	NSC	NTPB	2	5
15	4	Pilot	OT	NSC	NTPB	0	0
15	4	Cache	1	NBGB	NBON	3	2
15	4	Cache	2	NBGB	NBON	3	3
15	4	Cache	OT	NBGB	NBON	0	0
15	4	Pilot	1	NBGB	NBON	4	3
15	4	Pilot	2	NBGB	NBON	6	5
15	4	Pilot	OT	NBGB	NBON	3	2
15	4	Cache	1	NDOF	NWTP	1	2
15	4	Cache	2	NDOF	NWTP	5	1
15	4	Cache	OT	NDOF	NWTP	0	0
15	4	Pilot	1	NDOF	NWTP	2	2
15	4	Pilot	2	NDOF	NWTP	3	1
15	4	Pilot	OT	NDOF	NWTP	0	0
15	4	Cache	1	NSRP	NSOW	7	2
15	4	Cache	2	NSRP	NSOW	2	0
15	4	Cache	OT	NSRP	NSOW	0	0
15	4	Pilot	1	NSRP	NSOW	4	1
15	4	Pilot	2	NSRP	NSOW	3	3
15	4	Pilot	OT	NSRP	NSOW	0	0
15	4	Cache	1	NSTB	NBUB	4	1
15	4	Cache	2	NSTB	NBUB	2	4
15	4	Cache	OT	NSTB	NBUB	0	0
15	4	Pilot	1	NSTB	NBUB	3	0
15	4	Pilot	2	NSTB	NBUB	1	3
15	4	Pilot	OT	NSTB	NBUB	0	0
15	5	Pilot	1	NQAK	NPIC	1	2
15	5	Pilot	2	NQAK	NPIC	5	0
15	5	Pilot	OT	NQAK	NPIC	0	0
15	5	Rush	1	NQAK	NPIC	2	1
15	5	Rush	2	NQAK	NPIC	1	5
15	5	Rush	OT	NQAK	NPIC	0	0
15	5	Pilot	1	NKOC	NCLP	0	5
15	5	Pilot	2	NKOC	NCLP	1	3
15	5	Pilot	OT	NKOC	NCLP	0	0
15	5	Rush	1	NKOC	NCLP	1	12
15	5	Rush	2	NKOC	NCLP	2	5
15	5	Rush	OT	NKOC	NCLP	0	0
15	5	Pilot	1	NMTB	NSC	3	5
15	5	Pilot	2	NMTB	NSC	4	5
15	5	Pilot	OT	NMTB	NSC	0	0
15	5	Rush	1	NMTB	NSC	5	5
15	5	Rush	2	NMTB	NSC	2	0
15	5	Rush	OT	NMTB	NSC	0	0
15	5	Pilot	1	NJNG	NTPB	4	3
15	5	Pilot	2	NJNG	NTPB	5	5
15	5	Pilot	OT	NJNG	NTPB	0	0
15	5	Rush	1	NJNG	NTPB	1	4
15	5	Rush	2	NJNG	NTPB	5	3
15	5	Rush	OT	NJNG	NTPB	0	0
15	5	Pilot	1	NBGB	NWTP	0	3
15	5	Pilot	2	NBGB	NWTP	5	1
15	5	Pilot	OT	NBGB	NWTP	0	0
15	5	Rush	1	NBGB	NWTP	2	3
15	5	Rush	2	NBGB	NWTP	4	4
15	5	Rush	OT	NBGB	NWTP	0	0
15	5	Pilot	1	NBON	NSRP	3	1
15	5	Pilot	2	NBON	NSRP	5	3
15	5	Pilot	OT	NBON	NSRP	0	0
15	5	Rush	1	NBON	NSRP	4	2
15	5	Rush	2	NBON	NSRP	6	1
15	5	Rush	OT	NBON	NSRP	0	0
15	5	Pilot	1	NDOF	NSTB	2	2
15	5	Pilot	2	NDOF	NSTB	7	1
15	5	Pilot	OT	NDOF	NSTB	0	0
15	5	Rush	1	NDOF	NSTB	6	2
15	5	Rush	2	NDOF	NSTB	3	3
15	5	Rush	OT	NDOF	NSTB	0	0
15	5	Pilot	1	NSOW	NBUB	4	3
15	5	Pilot	2	NSOW	NBUB	1	2
15	5	Pilot	OT	NSOW	NBUB	0	0
15	5	Rush	1	NSOW	NBUB	4	8
15	5	Rush	2	NSOW	NBUB	8	3
15	5	Rush	OT	NSOW	NBUB	0	0
15	6	Rush	1	NCLP	NQAK	3	2
15	6	Rush	2	NCLP	NQAK	0	7
15	6	Rush	OT	NCLP	NQAK	0	0
15	6	Transilio	1	NCLP	NQAK	1	6
15	6	Transilio	2	NCLP	NQAK	3	5
15	6	Transilio	OT	NCLP	NQAK	0	0
15	6	Rush	1	NSC	NPIC	2	2
15	6	Rush	2	NSC	NPIC	5	2
15	6	Rush	OT	NSC	NPIC	0	0
15	6	Transilio	1	NSC	NPIC	5	2
15	6	Transilio	2	NSC	NPIC	6	4
15	6	Transilio	OT	NSC	NPIC	0	0
15	6	Rush	1	NTPB	NKOC	1	4
15	6	Rush	2	NTPB	NKOC	3	5
15	6	Rush	OT	NTPB	NKOC	0	0
15	6	Transilio	1	NTPB	NKOC	4	4
15	6	Transilio	2	NTPB	NKOC	4	3
15	6	Transilio	OT	NTPB	NKOC	0	0
15	6	Rush	1	NJNG	NMTB	0	5
15	6	Rush	2	NJNG	NMTB	3	1
15	6	Rush	OT	NJNG	NMTB	0	0
15	6	Transilio	1	NJNG	NMTB	0	1
15	6	Transilio	2	NJNG	NMTB	4	1
15	6	Transilio	OT	NJNG	NMTB	0	0
15	6	Rush	1	NSRP	NBGB	1	2
15	6	Rush	2	NSRP	NBGB	10	1
15	6	Rush	OT	NSRP	NBGB	0	0
15	6	Transilio	1	NSRP	NBGB	4	1
15	6	Transilio	2	NSRP	NBGB	4	2
15	6	Transilio	OT	NSRP	NBGB	0	0
15	6	Rush	1	NSTB	NWTP	4	8
15	6	Rush	2	NSTB	NWTP	7	2
15	6	Rush	OT	NSTB	NWTP	0	0
15	6	Transilio	1	NSTB	NWTP	4	1
15	6	Transilio	2	NSTB	NWTP	5	0
15	6	Transilio	OT	NSTB	NWTP	0	0
15	6	Rush	1	NBUB	NBON	3	5
15	6	Rush	2	NBUB	NBON	3	3
15	6	Rush	OT	NBUB	NBON	0	0
15	6	Transilio	1	NBUB	NBON	6	5
15	6	Transilio	2	NBUB	NBON	5	3
15	6	Transilio	OT	NBUB	NBON	0	0
15	6	Rush	1	NSOW	NDOF	2	0
15	6	Rush	2	NSOW	NDOF	5	1
15	6	Rush	OT	NSOW	NDOF	0	0
15	6	Transilio	1	NSOW	NDOF	3	3
15	6	Transilio	2	NSOW	NDOF	0	6
15	6	Transilio	OT	NSOW	NDOF	0	0
15	7	Transilio	1	NQAK	NSC	4	3
15	7	Transilio	2	NQAK	NSC	2	2
15	7	Transilio	OT	NQAK	NSC	0	0
15	7	Cedar	1	NQAK	NSC	3	6
15	7	Cedar	2	NQAK	NSC	4	1
15	7	Cedar	OT	NQAK	NSC	0	0
15	7	Transilio	1	NCLP	NTPB	1	5
15	7	Transilio	2	NCLP	NTPB	2	4
15	7	Transilio	OT	NCLP	NTPB	0	0
15	7	Cedar	1	NCLP	NTPB	6	2
15	7	Cedar	2	NCLP	NTPB	12	1
15	7	Cedar	OT	NCLP	NTPB	0	0
15	7	Transilio	1	NPIC	NJNG	4	6
15	7	Transilio	2	NPIC	NJNG	5	3
15	7	Transilio	OT	NPIC	NJNG	7	6
15	7	Cedar	1	NPIC	NJNG	7	1
15	7	Cedar	2	NPIC	NJNG	2	7
15	7	Cedar	OT	NPIC	NJNG	0	0
15	7	Transilio	1	NKOC	NMTB	0	1
15	7	Transilio	2	NKOC	NMTB	5	3
15	7	Transilio	OT	NKOC	NMTB	0	0
15	7	Cedar	1	NKOC	NMTB	4	2
15	7	Cedar	2	NKOC	NMTB	2	7
15	7	Cedar	OT	NKOC	NMTB	0	0
15	7	Transilio	1	NBGB	NSTB	2	4
15	7	Transilio	2	NBGB	NSTB	4	0
15	7	Transilio	OT	NBGB	NSTB	0	0
15	7	Cedar	1	NBGB	NSTB	2	7
15	7	Cedar	2	NBGB	NSTB	5	1
15	7	Cedar	OT	NBGB	NSTB	0	0
15	7	Transilio	1	NSRP	NBUB	3	1
15	7	Transilio	2	NSRP	NBUB	3	2
15	7	Transilio	OT	NSRP	NBUB	0	0
15	7	Cedar	1	NSRP	NBUB	3	5
15	7	Cedar	2	NSRP	NBUB	5	5
15	7	Cedar	OT	NSRP	NBUB	0	0
15	7	Transilio	1	NWTP	NSOW	5	1
15	7	Transilio	2	NWTP	NSOW	1	7
15	7	Transilio	OT	NWTP	NSOW	0	0
15	7	Cedar	1	NWTP	NSOW	8	2
15	7	Cedar	2	NWTP	NSOW	2	8
15	7	Cedar	OT	NWTP	NSOW	0	0
15	7	Transilio	1	NBON	NDOF	6	2
15	7	Transilio	2	NBON	NDOF	3	9
15	7	Transilio	OT	NBON	NDOF	0	0
15	7	Cedar	1	NBON	NDOF	0	12
15	7	Cedar	2	NBON	NDOF	7	4
15	7	Cedar	OT	NBON	NDOF	0	0
16	1	EMERALD	1	NCSP	NJNG	3	4
16	1	EMERALD	2	NCSP	NJNG	5	3
16	1	EMERALD	OT	NCSP	NJNG	0	0
16	1	Transilio	1	NCSP	NJNG	1	4
16	1	Transilio	2	NCSP	NJNG	2	2
16	1	Transilio	OT	NCSP	NJNG	0	0
16	1	EMERALD	1	NAW	NTHS	2	2
16	1	EMERALD	2	NAW	NTHS	3	3
16	1	EMERALD	OT	NAW	NTHS	4	2
16	1	Transilio	1	NAW	NTHS	2	2
16	1	Transilio	2	NAW	NTHS	2	5
16	1	Transilio	OT	NAW	NTHS	0	0
16	1	EMERALD	1	BHCP	NBIH	0	3
16	1	EMERALD	2	BHCP	NBIH	5	7
16	1	EMERALD	OT	BHCP	NBIH	0	0
16	1	Transilio	1	BHCP	NBIH	4	6
16	1	Transilio	2	BHCP	NBIH	1	4
16	1	Transilio	OT	BHCP	NBIH	0	0
16	1	EMERALD	1	NSRP	NMMP	4	4
16	1	EMERALD	2	NSRP	NMMP	2	4
16	1	EMERALD	OT	NSRP	NMMP	0	0
16	1	Transilio	1	NSRP	NMMP	4	2
16	1	Transilio	2	NSRP	NMMP	5	2
16	1	Transilio	OT	NSRP	NMMP	0	0
16	1	EMERALD	1	NCLP	NPIC	4	2
16	1	EMERALD	2	NCLP	NPIC	10	3
16	1	EMERALD	OT	NCLP	NPIC	0	0
16	1	Transilio	1	NCLP	NPIC	6	2
16	1	Transilio	2	NCLP	NPIC	2	1
16	1	Transilio	OT	NCLP	NPIC	0	0
16	1	EMERALD	1	N7DS	NCRK	4	1
16	1	EMERALD	2	N7DS	NCRK	1	8
16	1	EMERALD	OT	N7DS	NCRK	0	0
16	1	Transilio	1	N7DS	NCRK	3	2
16	1	Transilio	2	N7DS	NCRK	7	1
16	1	Transilio	OT	N7DS	NCRK	0	0
16	2	Transilio	1	NCSP	BHCP	5	2
16	2	Transilio	2	NCSP	BHCP	7	2
16	2	Transilio	OT	NCSP	BHCP	0	0
16	2	Jardim	1	NCSP	BHCP	5	1
16	2	Jardim	2	NCSP	BHCP	5	5
16	2	Jardim	OT	NCSP	BHCP	0	0
16	2	Transilio	1	NAW	NSRP	4	1
16	2	Transilio	2	NAW	NSRP	3	5
16	2	Transilio	OT	NAW	NSRP	0	0
16	2	Jardim	1	NAW	NSRP	4	4
16	2	Jardim	2	NAW	NSRP	9	2
16	2	Jardim	OT	NAW	NSRP	0	0
16	2	Transilio	1	NTHS	NCLP	0	6
16	2	Transilio	2	NTHS	NCLP	2	5
16	2	Transilio	OT	NTHS	NCLP	0	0
16	2	Jardim	1	NTHS	NCLP	4	5
16	2	Jardim	2	NTHS	NCLP	2	8
16	2	Jardim	OT	NTHS	NCLP	0	0
16	2	Transilio	1	NJNG	N7DS	7	1
16	2	Transilio	2	NJNG	N7DS	7	4
16	2	Transilio	OT	NJNG	N7DS	0	0
16	2	Jardim	1	NJNG	N7DS	1	4
16	2	Jardim	2	NJNG	N7DS	11	3
16	2	Jardim	OT	NJNG	N7DS	0	0
16	2	Transilio	1	NCRK	NBIH	2	3
16	2	Transilio	2	NCRK	NBIH	1	2
16	2	Transilio	OT	NCRK	NBIH	0	0
16	2	Jardim	1	NCRK	NBIH	4	3
16	2	Jardim	2	NCRK	NBIH	1	5
16	2	Jardim	OT	NCRK	NBIH	0	0
16	2	Transilio	1	NPIC	NMMP	0	1
16	2	Transilio	2	NPIC	NMMP	2	1
16	2	Transilio	OT	NPIC	NMMP	2	6
16	2	Jardim	1	NPIC	NMMP	3	5
16	2	Jardim	2	NPIC	NMMP	3	11
16	2	Jardim	OT	NPIC	NMMP	0	0
16	3	Jardim	1	NCSP	NCRK	2	4
16	3	Jardim	2	NCSP	NCRK	2	4
16	3	Jardim	OT	NCSP	NCRK	0	0
16	3	Cedar	1	NCSP	NCRK	3	5
16	3	Cedar	2	NCSP	NCRK	4	3
16	3	Cedar	OT	NCSP	NCRK	0	0
16	3	Jardim	1	NAW	NPIC	4	2
16	3	Jardim	2	NAW	NPIC	8	3
16	3	Jardim	OT	NAW	NPIC	0	0
16	3	Cedar	1	NAW	NPIC	4	0
16	3	Cedar	2	NAW	NPIC	6	1
16	3	Cedar	OT	NAW	NPIC	0	0
16	3	Jardim	1	NTHS	NMMP	2	3
16	3	Jardim	2	NTHS	NMMP	2	5
16	3	Jardim	OT	NTHS	NMMP	0	0
16	3	Cedar	1	NTHS	NMMP	5	1
16	3	Cedar	2	NTHS	NMMP	3	3
16	3	Cedar	OT	NTHS	NMMP	0	0
16	3	Jardim	1	NJNG	NBIH	6	1
16	3	Jardim	2	NJNG	NBIH	10	6
16	3	Jardim	OT	NJNG	NBIH	0	0
16	3	Cedar	1	NJNG	NBIH	5	0
16	3	Cedar	2	NJNG	NBIH	3	3
16	3	Cedar	OT	NJNG	NBIH	0	0
16	3	Jardim	1	BHCP	N7DS	6	3
16	3	Jardim	2	BHCP	N7DS	9	5
16	3	Jardim	OT	BHCP	N7DS	0	0
16	3	Cedar	1	BHCP	N7DS	5	3
16	3	Cedar	2	BHCP	N7DS	5	2
16	3	Cedar	OT	BHCP	N7DS	0	0
16	3	Jardim	1	NSRP	NCLP	4	2
16	3	Jardim	2	NSRP	NCLP	2	3
16	3	Jardim	OT	NSRP	NCLP	0	0
16	3	Cedar	1	NSRP	NCLP	2	4
16	3	Cedar	2	NSRP	NCLP	2	5
16	3	Cedar	OT	NSRP	NCLP	0	0
16	4	Cedar	1	NCSP	NAW	0	7
16	4	Cedar	2	NCSP	NAW	2	6
16	4	Cedar	OT	NCSP	NAW	0	0
16	4	Tetanic	1	NCSP	NAW	3	10
16	4	Tetanic	2	NCSP	NAW	3	8
16	4	Tetanic	OT	NCSP	NAW	0	0
16	4	Cedar	1	NTHS	NJNG	3	6
16	4	Cedar	2	NTHS	NJNG	1	6
16	4	Cedar	OT	NTHS	NJNG	0	0
16	4	Tetanic	1	NTHS	NJNG	3	2
16	4	Tetanic	2	NTHS	NJNG	5	3
16	4	Tetanic	OT	NTHS	NJNG	0	0
16	4	Cedar	1	BHCP	NCRK	4	5
16	4	Cedar	2	BHCP	NCRK	2	8
16	4	Cedar	OT	BHCP	NCRK	0	0
16	4	Tetanic	1	BHCP	NCRK	7	5
16	4	Tetanic	2	BHCP	NCRK	5	2
16	4	Tetanic	OT	BHCP	NCRK	0	0
16	4	Cedar	1	NSRP	NPIC	6	2
16	4	Cedar	2	NSRP	NPIC	5	3
16	4	Cedar	OT	NSRP	NPIC	0	0
16	4	Tetanic	1	NSRP	NPIC	5	2
16	4	Tetanic	2	NSRP	NPIC	9	2
16	4	Tetanic	OT	NSRP	NPIC	0	0
16	4	Cedar	1	NCLP	NMMP	3	5
16	4	Cedar	2	NCLP	NMMP	3	5
